Voter,Constituency,PollingStation,Candidate
v8089,Mukhed,p38,NOTA
v8090,Kaij,p19,AnaghBanerjee
v8091,Hingna,p24,HiranyaKhatri
v8092,Mahad,p42,BhishamGandhi
v8093,Baglan,p26,KanakPandey
v8094,Hingna,p24,ShardaAdiga
v8095,Hingna,p24,ShardaAdiga
v8096,Karanja,p47,NOTA
v8097,Hingna,p24,NOTA
v8098,Teosa,p8,RageshwariNaik
v8099,Ulhasnagar,p12,DhanapatiKhan
v8100,Chembur,p33,DinakarShah
v8101,Mahad,p44,LakshmanPillai
v8102,Hingna,p21,NOTA
v8103,Hingna,p21,ShardaAdiga
v8104,Baglan,p29,NOTA
v8105,Chembur,p32,ChandramohanAhuja
v8106,Kaij,p15,ChaitanSharma
v8107,Baglan,p28,UrmilaBhat
v8108,Mahad,p44,LakshmanPillai
v8109,Chembur,p31,ChandramohanAhuja
v8110,Mukhed,p38,NOTA
v8111,Mukhed,p39,NOTA
v8112,Teosa,p8,NOTA
v8113,Niphad,p2,KamaVarma
v8114,Kaij,p18,ChaitanSharma
v8115,Mahad,p43,AmritaJha
v8116,Kaij,p15,ChaitanSharma
v8117,Teosa,p7,RageshwariNaik
v8118,Ulhasnagar,p12,SwaraIyer
v8119,Hingna,p21,ShardaAdiga
v8120,Hingna,p24,HiranyaKhatri
v8121,Teosa,p7,VinayDeshpande
v8122,Mukhed,p39,BhooshitDwivedi
v8123,Hingna,p22,BaijayantiJain
v8124,Niphad,p0,ChidambarPanicker
v8125,Baglan,p28,NOTA
v8126,Baglan,p26,DiptenduNamboothiri
v8127,Niphad,p1,PranBanerjee
v8128,Mahad,p44,BhishamGandhi
v8129,Kaij,p15,NOTA
v8130,Mukhed,p37,UditGill
v8131,Mukhed,p38,BhooshitDwivedi
v8132,Teosa,p6,KamalaSaini
v8133,Mahad,p43,AmritaJha
v8134,Niphad,p3,PranBanerjee
v8135,Mahad,p40,AmritaJha
v8136,Karanja,p48,NavinGupta
v8137,Ulhasnagar,p12,BhavesChaturvedi
v8138,Kaij,p17,ChaitanSharma
v8139,Niphad,p4,KamaVarma
v8140,Mahad,p42,LakshmanPillai
v8141,Baglan,p25,KanakPandey
v8142,Mahad,p44,BhishamGandhi
v8143,Teosa,p9,RajAsan
v8144,Karanja,p48,NavinGupta
v8145,Mukhed,p39,BhaaswarMarar
v8146,Chembur,p34,NOTA
v8147,Niphad,p1,PranBanerjee
v8148,Ulhasnagar,p13,NOTA
v8149,Teosa,p9,NOTA
v8150,Niphad,p2,PranBanerjee
v8151,Niphad,p3,PranBanerjee
v8152,Teosa,p6,RageshwariNaik
v8153,Niphad,p4,KamaVarma
v8154,Karanja,p46,SwarnalataJoshi
v8155,Chembur,p33,NOTA
v8156,Kaij,p19,ChaitanSharma
v8157,Chembur,p33,DinakarShah
v8158,Kaij,p15,AnaghBanerjee
v8159,Baglan,p27,KanakPandey
v8160,Niphad,p4,NOTA
v8161,Ulhasnagar,p12,SwaraIyer
v8162,Karanja,p46,NOTA
v8163,Hingna,p24,ShardaAdiga
v8164,Baglan,p25,DiptenduNamboothiri
v8165,Niphad,p0,KamaVarma
v8166,Mukhed,p37,NOTA
v8167,Niphad,p3,ChidambarPanicker
v8168,Ulhasnagar,p10,BhavesChaturvedi
v8169,Ulhasnagar,p13,SwaraIyer
v8170,Ulhasnagar,p11,DeeptenduMenon
v8171,Kaij,p17,AnaghBanerjee
v8172,Chembur,p34,ChandramohanAhuja
v8173,Ulhasnagar,p14,AnamikaPilla
v8174,Karanja,p47,SwarnalataJoshi
v8175,Ulhasnagar,p12,BhavesChaturvedi
v8176,Mukhed,p35,UditGill
v8177,Ulhasnagar,p13,NOTA
v8178,Hingna,p20,NOTA
v8179,Baglan,p25,KanakPandey
v8180,Mahad,p40,AmritaJha
v8181,Chembur,p31,VedaNaik
v8182,Niphad,p4,KamaVarma
v8183,Karanja,p47,PoornimaTalwar
v8184,Chembur,p32,DinakarShah
v8185,Chembur,p31,NOTA
v8186,Karanja,p47,NOTA
v8187,Teosa,p7,RajAsan
v8188,Chembur,p32,VedaNaik
v8189,Mahad,p43,AmritaJha
v8190,Teosa,p6,NOTA
v8191,Karanja,p48,NOTA
v8192,Chembur,p31,VedaNaik
v8193,Hingna,p23,ShardaAdiga
v8194,Hingna,p23,BaijayantiJain
v8195,Mukhed,p37,NawalTandon
v8196,Kaij,p17,NOTA
v8197,Baglan,p28,NOTA
v8198,Karanja,p46,NOTA
v8199,Karanja,p47,SwarnalataJoshi
v8200,Mukhed,p35,BhooshitDwivedi
v8201,Baglan,p27,UrmilaBhat
v8202,Ulhasnagar,p14,DhanapatiKhan
v8203,Mahad,p42,LakshmanPillai
v8204,Baglan,p27,KanakPandey
v8205,Niphad,p1,KamaVarma
v8206,Mahad,p43,LakshmanPillai
v8207,Hingna,p22,ShardaAdiga
v8208,Chembur,p33,SanyaKaniyar
v8209,Chembur,p33,SanyaKaniyar
v8210,Ulhasnagar,p14,BhavesChaturvedi
v8211,Chembur,p32,NOTA
v8212,Karanja,p47,AnalMalik
v8213,Mahad,p40,LakshmanPillai
v8214,Hingna,p20,BaijayantiJain
v8215,Mukhed,p38,BhaaswarMarar
v8216,Mukhed,p39,NawalTandon
v8217,Karanja,p48,NOTA
v8218,Mahad,p43,BhishamGandhi
v8219,Mukhed,p35,NawalTandon
v8220,Teosa,p8,RageshwariNaik
v8221,Chembur,p33,SanyaKaniyar
v8222,Mukhed,p38,UditGill
v8223,Niphad,p2,NOTA
v8224,Kaij,p16,NOTA
v8225,Chembur,p33,DinakarShah
v8226,Teosa,p5,NOTA
v8227,Niphad,p2,ChidambarPanicker
v8228,Kaij,p15,NOTA
v8229,Mukhed,p38,NOTA
v8230,Mukhed,p35,BhooshanKaniyar
v8231,Teosa,p7,TarunDesai
v8232,Niphad,p3,ChidambarPanicker
v8233,Mukhed,p38,NawalTandon
v8234,Kaij,p17,ChaitanSharma
v8235,Hingna,p22,NOTA
v8236,Mukhed,p37,BhooshitDwivedi
v8237,Chembur,p33,VedaNaik
v8238,Niphad,p2,ChidambarPanicker
v8239,Karanja,p45,NOTA
v8240,Mukhed,p36,BhooshanKaniyar
v8241,Baglan,p28,UrmilaBhat
v8242,Mukhed,p36,UditGill
v8243,Hingna,p22,BaijayantiJain
v8244,Ulhasnagar,p10,DeeptenduMenon
v8245,Hingna,p23,BaijayantiJain
v8246,Baglan,p26,DiptenduNamboothiri
v8247,Mahad,p40,BhishamGandhi
v8248,Kaij,p16,ChaitanSharma
v8249,Mukhed,p36,NOTA
v8250,Mukhed,p39,BhaaswarMarar
v8251,Chembur,p32,DinakarShah
v8252,Chembur,p34,SanyaKaniyar
v8253,Niphad,p0,ChidambarPanicker
v8254,Mahad,p43,AmritaJha
v8255,Hingna,p24,NOTA
v8256,Mukhed,p35,UditGill
v8257,Karanja,p45,NOTA
v8258,Niphad,p4,ChidambarPanicker
v8259,Hingna,p22,BaijayantiJain
v8260,Teosa,p7,NOTA
v8261,Baglan,p29,UrmilaBhat
v8262,Niphad,p2,KamaVarma
v8263,Baglan,p26,KanakPandey
v8264,Karanja,p49,PoornimaTalwar
v8265,Hingna,p23,BaijayantiJain
v8266,Baglan,p27,UrmilaBhat
v8267,Ulhasnagar,p14,MeghnadPrajapat
v8268,Karanja,p49,PoornimaTalwar
v8269,Mukhed,p39,UditGill
v8270,Chembur,p32,NOTA
v8271,Chembur,p32,SanyaKaniyar
v8272,Ulhasnagar,p13,BhavesChaturvedi
v8273,Kaij,p15,NOTA
v8274,Mukhed,p37,BhooshanKaniyar
v8275,Kaij,p17,NOTA
v8276,Baglan,p28,NOTA
v8277,Ulhasnagar,p12,NOTA
v8278,Chembur,p34,DinakarShah
v8279,Ulhasnagar,p11,AnamikaPilla
v8280,Hingna,p23,BaijayantiJain
v8281,Hingna,p21,NOTA
v8282,Niphad,p4,NOTA
v8283,Mahad,p40,NOTA
v8284,Karanja,p49,SwarnalataJoshi
v8285,Ulhasnagar,p14,DeeptenduMenon
v8286,Ulhasnagar,p12,DeeptenduMenon
v8287,Niphad,p3,KamaVarma
v8288,Mahad,p41,AmritaJha
v8289,Ulhasnagar,p12,DeeptenduMenon
v8290,Ulhasnagar,p14,NOTA
v8291,Hingna,p24,ShardaAdiga
v8292,Niphad,p1,ChidambarPanicker
v8293,Kaij,p18,AnaghBanerjee
v8294,Karanja,p49,NavinGupta
v8295,Chembur,p30,NOTA
v8296,Mahad,p43,NOTA
v8297,Baglan,p25,KanakPandey
v8298,Niphad,p1,PranBanerjee
v8299,Ulhasnagar,p10,BhavesChaturvedi
v8300,Teosa,p5,NOTA
v8301,Karanja,p46,AnalMalik
v8302,Niphad,p3,KamaVarma
v8303,Mahad,p42,NOTA
v8304,Karanja,p46,SwarnalataJoshi
v8305,Kaij,p16,NOTA
v8306,Niphad,p4,NOTA
v8307,Baglan,p29,KanakPandey
v8308,Mukhed,p36,UditGill
v8309,Niphad,p4,KamaVarma
v8310,Mukhed,p35,NawalTandon
v8311,Mahad,p41,NOTA
v8312,Kaij,p16,ChaitanSharma
v8313,Teosa,p7,RageshwariNaik
v8314,Teosa,p6,VinayDeshpande
v8315,Karanja,p45,PoornimaTalwar
v8316,Teosa,p6,NOTA
v8317,Karanja,p47,NavinGupta
v8318,Niphad,p0,PranBanerjee
v8319,Kaij,p19,NOTA
v8320,Hingna,p24,NOTA
v8321,Mahad,p42,NOTA
v8322,Chembur,p32,DinakarShah
v8323,Karanja,p48,SwarnalataJoshi
v8324,Mahad,p41,NOTA
v8325,Baglan,p27,NOTA
v8326,Teosa,p5,NOTA
v8327,Teosa,p6,RajAsan
v8328,Chembur,p33,ChandramohanAhuja
v8329,Niphad,p2,ChidambarPanicker
v8330,Mahad,p43,AmritaJha
v8331,Mahad,p43,AmritaJha
v8332,Baglan,p28,NOTA
v8333,Kaij,p16,NOTA
v8334,Mahad,p42,LakshmanPillai
v8335,Kaij,p18,NOTA
v8336,Kaij,p16,NOTA
v8337,Niphad,p1,ChidambarPanicker
v8338,Hingna,p20,NOTA
v8339,Kaij,p18,NOTA
v8340,Chembur,p32,SanyaKaniyar
v8341,Niphad,p0,ChidambarPanicker
v8342,Kaij,p18,ChaitanSharma
v8343,Mukhed,p39,NawalTandon
v8344,Mukhed,p35,BhooshitDwivedi
v8345,Ulhasnagar,p12,NOTA
v8346,Hingna,p22,HiranyaKhatri
v8347,Ulhasnagar,p11,SwaraIyer
v8348,Mahad,p40,BhishamGandhi
v8349,Baglan,p26,DiptenduNamboothiri
v8350,Ulhasnagar,p11,DhanapatiKhan
v8351,Mahad,p43,AmritaJha
v8352,Kaij,p19,AnaghBanerjee
v8353,Mahad,p44,BhishamGandhi
v8354,Niphad,p4,KamaVarma
v8355,Baglan,p26,DiptenduNamboothiri
v8356,Chembur,p32,NOTA
v8357,Hingna,p24,BaijayantiJain
v8358,Mukhed,p35,NawalTandon
v8359,Ulhasnagar,p11,DeeptenduMenon
v8360,Ulhasnagar,p11,AnamikaPilla
v8361,Chembur,p32,SanyaKaniyar
v8362,Karanja,p48,SwarnalataJoshi
v8363,Mukhed,p38,UditGill
v8364,Ulhasnagar,p11,AnamikaPilla
v8365,Niphad,p2,ChidambarPanicker
v8366,Mukhed,p39,NOTA
v8367,Karanja,p49,PoornimaTalwar
v8368,Karanja,p45,AnalMalik
v8369,Hingna,p22,ShardaAdiga
v8370,Hingna,p21,HiranyaKhatri
v8371,Karanja,p47,NavinGupta
v8372,Kaij,p16,ChaitanSharma
v8373,Mukhed,p39,NOTA
v8374,Niphad,p4,PranBanerjee
v8375,Teosa,p6,TarunDesai
v8376,Ulhasnagar,p11,AnamikaPilla
v8377,Teosa,p7,KamalaSaini
v8378,Niphad,p0,NOTA
v8379,Baglan,p26,NOTA
v8380,Hingna,p24,ShardaAdiga
v8381,Karanja,p47,AnalMalik
v8382,Hingna,p23,ShardaAdiga
v8383,Baglan,p26,KanakPandey
v8384,Karanja,p48,AnalMalik
v8385,Karanja,p47,AnalMalik
v8386,Mukhed,p35,UditGill
v8387,Baglan,p26,UrmilaBhat
v8388,Baglan,p28,KanakPandey
v8389,Baglan,p25,UrmilaBhat
v8390,Chembur,p30,ChandramohanAhuja
v8391,Niphad,p2,NOTA
v8392,Ulhasnagar,p14,BhavesChaturvedi
v8393,Chembur,p34,SanyaKaniyar
v8394,Kaij,p16,ChaitanSharma
v8395,Baglan,p28,UrmilaBhat
v8396,Baglan,p25,KanakPandey
v8397,Baglan,p26,DiptenduNamboothiri
v8398,Ulhasnagar,p11,MeghnadPrajapat
v8399,Chembur,p34,SanyaKaniyar
v8400,Baglan,p29,NOTA
v8401,Chembur,p32,VedaNaik
v8402,Mahad,p41,LakshmanPillai
v8403,Niphad,p0,PranBanerjee
v8404,Chembur,p30,ChandramohanAhuja
v8405,Karanja,p46,SwarnalataJoshi
v8406,Ulhasnagar,p11,DeeptenduMenon
v8407,Kaij,p18,NOTA
v8408,Baglan,p29,NOTA
v8409,Ulhasnagar,p14,SwaraIyer
v8410,Karanja,p48,SwarnalataJoshi
v8411,Kaij,p15,NOTA
v8412,Mahad,p40,LakshmanPillai
v8413,Teosa,p6,NOTA
v8414,Kaij,p19,NOTA
v8415,Chembur,p34,NOTA
v8416,Chembur,p31,VedaNaik
v8417,Karanja,p46,NOTA
v8418,Niphad,p3,NOTA
v8419,Mukhed,p36,BhaaswarMarar
v8420,Hingna,p21,BaijayantiJain
v8421,Mukhed,p37,BhooshanKaniyar
v8422,Mahad,p42,LakshmanPillai
v8423,Niphad,p4,PranBanerjee
v8424,Mahad,p40,AmritaJha
v8425,Baglan,p27,DiptenduNamboothiri
v8426,Baglan,p26,KanakPandey
v8427,Mahad,p41,LakshmanPillai
v8428,Chembur,p32,VedaNaik
v8429,Karanja,p45,SwarnalataJoshi
v8430,Baglan,p29,NOTA
v8431,Hingna,p21,HiranyaKhatri
v8432,Hingna,p21,HiranyaKhatri
v8433,Niphad,p2,KamaVarma
v8434,Teosa,p5,NOTA
v8435,Niphad,p0,NOTA
v8436,Chembur,p31,ChandramohanAhuja
v8437,Baglan,p28,KanakPandey
v8438,Hingna,p22,NOTA
v8439,Hingna,p22,BaijayantiJain
v8440,Ulhasnagar,p14,DeeptenduMenon
v8441,Chembur,p32,ChandramohanAhuja
v8442,Teosa,p8,NOTA
v8443,Teosa,p5,RageshwariNaik
v8444,Teosa,p5,VinayDeshpande
v8445,Teosa,p6,AmareshKakkar
v8446,Ulhasnagar,p12,DhanapatiKhan
v8447,Hingna,p23,NOTA
v8448,Teosa,p5,AmareshKakkar
v8449,Kaij,p17,ChaitanSharma
v8450,Karanja,p48,NOTA
v8451,Mahad,p43,AmritaJha
v8452,Mukhed,p35,BhooshanKaniyar
v8453,Teosa,p6,VinayDeshpande
v8454,Niphad,p4,ChidambarPanicker
v8455,Teosa,p8,VinayDeshpande
v8456,Baglan,p28,DiptenduNamboothiri
v8457,Niphad,p2,ChidambarPanicker
v8458,Chembur,p32,SanyaKaniyar
v8459,Ulhasnagar,p13,AnamikaPilla
v8460,Teosa,p6,TarunDesai
v8461,Kaij,p15,AnaghBanerjee
v8462,Karanja,p45,SwarnalataJoshi
v8463,Niphad,p3,PranBanerjee
v8464,Ulhasnagar,p14,NOTA
v8465,Hingna,p22,HiranyaKhatri
v8466,Niphad,p2,NOTA
v8467,Ulhasnagar,p11,MeghnadPrajapat
v8468,Karanja,p49,SwarnalataJoshi
v8469,Mukhed,p39,BhaaswarMarar
v8470,Chembur,p32,DinakarShah
v8471,Niphad,p4,NOTA
v8472,Mahad,p43,AmritaJha
v8473,Chembur,p30,NOTA
v8474,Karanja,p48,NOTA
v8475,Teosa,p9,KamalaSaini
v8476,Teosa,p5,VinayDeshpande
v8477,Niphad,p0,PranBanerjee
v8478,Mukhed,p35,UditGill
v8479,Chembur,p32,SanyaKaniyar
v8480,Mahad,p41,NOTA
v8481,Mukhed,p35,UditGill
v8482,Mahad,p44,NOTA
v8483,Hingna,p22,ShardaAdiga
v8484,Kaij,p19,AnaghBanerjee
v8485,Ulhasnagar,p12,DeeptenduMenon
v8486,Hingna,p23,HiranyaKhatri
v8487,Karanja,p46,AnalMalik
v8488,Kaij,p17,ChaitanSharma
v8489,Karanja,p46,NavinGupta
v8490,Kaij,p18,NOTA
v8491,Niphad,p3,ChidambarPanicker
v8492,Ulhasnagar,p11,BhavesChaturvedi
v8493,Niphad,p2,KamaVarma
v8494,Karanja,p47,SwarnalataJoshi
v8495,Karanja,p48,SwarnalataJoshi
v8496,Niphad,p2,NOTA
v8497,Ulhasnagar,p12,NOTA
v8498,Mukhed,p35,NawalTandon
v8499,Karanja,p45,NavinGupta
v8500,Mahad,p42,AmritaJha
v8501,Chembur,p34,SanyaKaniyar
v8502,Ulhasnagar,p12,AnamikaPilla
v8503,Mukhed,p39,UditGill
v8504,Chembur,p33,NOTA
v8505,Mukhed,p35,BhooshitDwivedi
v8506,Ulhasnagar,p10,DeeptenduMenon
v8507,Kaij,p17,AnaghBanerjee
v8508,Hingna,p24,NOTA
v8509,Teosa,p6,BhagwantiPatel
v8510,Mukhed,p37,NOTA
v8511,Karanja,p49,NOTA
v8512,Mukhed,p36,BhaaswarMarar
v8513,Niphad,p1,ChidambarPanicker
v8514,Karanja,p47,AnalMalik
v8515,Mukhed,p36,BhooshitDwivedi
v8516,Baglan,p29,UrmilaBhat
v8517,Teosa,p9,KamalaSaini
v8518,Baglan,p25,NOTA
v8519,Niphad,p3,NOTA
v8520,Mahad,p43,BhishamGandhi
v8521,Hingna,p21,BaijayantiJain
v8522,Hingna,p23,HiranyaKhatri
v8523,Chembur,p34,VedaNaik
v8524,Niphad,p0,ChidambarPanicker
v8525,Ulhasnagar,p12,DeeptenduMenon
v8526,Baglan,p26,UrmilaBhat
v8527,Teosa,p9,AmareshKakkar
v8528,Ulhasnagar,p10,NOTA
v8529,Ulhasnagar,p10,SwaraIyer
v8530,Hingna,p21,ShardaAdiga
v8531,Mukhed,p35,NawalTandon
v8532,Baglan,p27,KanakPandey
v8533,Chembur,p33,NOTA
v8534,Baglan,p27,DiptenduNamboothiri
v8535,Mahad,p42,LakshmanPillai
v8536,Karanja,p45,NavinGupta
v8537,Ulhasnagar,p14,DeeptenduMenon
v8538,Hingna,p20,HiranyaKhatri
v8539,Chembur,p34,VedaNaik
v8540,Ulhasnagar,p14,DeeptenduMenon
v8541,Hingna,p24,NOTA
v8542,Mukhed,p35,NOTA
v8543,Ulhasnagar,p10,DeeptenduMenon
v8544,Kaij,p19,NOTA
v8545,Ulhasnagar,p13,SwaraIyer
v8546,Baglan,p26,KanakPandey
v8547,Teosa,p7,KamalaSaini
v8548,Chembur,p31,VedaNaik
v8549,Hingna,p23,NOTA
v8550,Kaij,p17,AnaghBanerjee
v8551,Niphad,p4,KamaVarma
v8552,Karanja,p45,AnalMalik
v8553,Niphad,p2,ChidambarPanicker
v8554,Niphad,p3,PranBanerjee
v8555,Mukhed,p35,BhaaswarMarar
v8556,Karanja,p49,NOTA
v8557,Mahad,p44,AmritaJha
v8558,Niphad,p3,PranBanerjee
v8559,Niphad,p3,NOTA
v8560,Hingna,p21,ShardaAdiga
v8561,Karanja,p49,SwarnalataJoshi
v8562,Teosa,p8,RajAsan
v8563,Teosa,p6,NOTA
v8564,Chembur,p30,ChandramohanAhuja
v8565,Hingna,p20,HiranyaKhatri
v8566,Kaij,p16,NOTA
v8567,Ulhasnagar,p12,AnamikaPilla
v8568,Teosa,p5,TarunDesai
v8569,Karanja,p47,NavinGupta
v8570,Chembur,p30,SanyaKaniyar
v8571,Teosa,p9,VinayDeshpande
v8572,Ulhasnagar,p13,SwaraIyer
v8573,Baglan,p25,KanakPandey
v8574,Chembur,p32,DinakarShah
v8575,Ulhasnagar,p11,SwaraIyer
v8576,Chembur,p32,NOTA
v8577,Baglan,p26,UrmilaBhat
v8578,Hingna,p21,BaijayantiJain
v8579,Niphad,p1,KamaVarma
v8580,Mukhed,p35,BhaaswarMarar
v8581,Hingna,p21,BaijayantiJain
v8582,Hingna,p22,NOTA
v8583,Hingna,p21,ShardaAdiga
v8584,Hingna,p23,BaijayantiJain
v8585,Niphad,p2,KamaVarma
v8586,Teosa,p6,AmareshKakkar
v8587,Niphad,p1,NOTA
v8588,Mukhed,p38,NawalTandon
v8589,Ulhasnagar,p14,NOTA
v8590,Kaij,p15,AnaghBanerjee
v8591,Baglan,p29,UrmilaBhat
v8592,Teosa,p9,NOTA
v8593,Baglan,p29,NOTA
v8594,Niphad,p4,KamaVarma
v8595,Niphad,p0,NOTA
v8596,Hingna,p22,HiranyaKhatri
v8597,Kaij,p19,AnaghBanerjee
v8598,Karanja,p49,SwarnalataJoshi
v8599,Ulhasnagar,p14,DhanapatiKhan
v8600,Karanja,p46,AnalMalik
v8601,Chembur,p34,NOTA
v8602,Mukhed,p39,UditGill
v8603,Ulhasnagar,p14,AnamikaPilla
v8604,Mukhed,p39,NawalTandon
v8605,Ulhasnagar,p13,BhavesChaturvedi
v8606,Mahad,p42,LakshmanPillai
v8607,Mahad,p41,LakshmanPillai
v8608,Kaij,p17,NOTA
v8609,Ulhasnagar,p14,AnamikaPilla
v8610,Ulhasnagar,p14,BhavesChaturvedi
v8611,Chembur,p33,VedaNaik
v8612,Baglan,p26,NOTA
v8613,Baglan,p26,KanakPandey
v8614,Mukhed,p36,BhooshitDwivedi
v8615,Kaij,p18,NOTA
v8616,Chembur,p30,VedaNaik
v8617,Mukhed,p35,BhooshanKaniyar
v8618,Hingna,p21,HiranyaKhatri
v8619,Mahad,p40,AmritaJha
v8620,Ulhasnagar,p11,DeeptenduMenon
v8621,Teosa,p9,RajAsan
v8622,Mahad,p42,BhishamGandhi
v8623,Hingna,p20,NOTA
v8624,Teosa,p8,KamalaSaini
v8625,Hingna,p21,ShardaAdiga
v8626,Teosa,p8,NOTA
v8627,Chembur,p34,ChandramohanAhuja
v8628,Kaij,p17,NOTA
v8629,Ulhasnagar,p13,DeeptenduMenon
v8630,Kaij,p19,ChaitanSharma
v8631,Mahad,p43,BhishamGandhi
v8632,Karanja,p45,SwarnalataJoshi
v8633,Baglan,p26,NOTA
v8634,Karanja,p48,PoornimaTalwar
v8635,Mahad,p40,LakshmanPillai
v8636,Mukhed,p37,BhooshitDwivedi
v8637,Chembur,p32,DinakarShah
v8638,Teosa,p5,TarunDesai
v8639,Karanja,p45,NOTA
v8640,Kaij,p16,ChaitanSharma
v8641,Baglan,p28,NOTA
v8642,Ulhasnagar,p10,SwaraIyer
v8643,Hingna,p23,BaijayantiJain
v8644,Niphad,p4,ChidambarPanicker
v8645,Chembur,p33,SanyaKaniyar
v8646,Hingna,p20,HiranyaKhatri
v8647,Mukhed,p35,BhaaswarMarar
v8648,Niphad,p2,ChidambarPanicker
v8649,Niphad,p3,KamaVarma
v8650,Mukhed,p36,NawalTandon
v8651,Baglan,p25,UrmilaBhat
v8652,Teosa,p6,KamalaSaini
v8653,Chembur,p33,ChandramohanAhuja
v8654,Kaij,p18,NOTA
v8655,Chembur,p30,SanyaKaniyar
v8656,Baglan,p26,KanakPandey
v8657,Niphad,p3,PranBanerjee
v8658,Hingna,p23,ShardaAdiga
v8659,Mahad,p40,BhishamGandhi
v8660,Mahad,p43,LakshmanPillai
v8661,Niphad,p0,KamaVarma
v8662,Chembur,p32,NOTA
v8663,Baglan,p29,UrmilaBhat
v8664,Teosa,p5,VinayDeshpande
v8665,Mukhed,p38,NOTA
v8666,Mahad,p44,NOTA
v8667,Teosa,p9,BhagwantiPatel
v8668,Niphad,p4,PranBanerjee
v8669,Ulhasnagar,p11,BhavesChaturvedi
v8670,Mahad,p44,BhishamGandhi
v8671,Mahad,p40,LakshmanPillai
v8672,Mukhed,p39,BhooshanKaniyar
v8673,Hingna,p22,ShardaAdiga
v8674,Hingna,p20,ShardaAdiga
v8675,Ulhasnagar,p12,SwaraIyer
v8676,Karanja,p48,NavinGupta
v8677,Niphad,p0,NOTA
v8678,Mukhed,p38,BhaaswarMarar
v8679,Kaij,p18,ChaitanSharma
v8680,Karanja,p45,NOTA
v8681,Niphad,p2,ChidambarPanicker
v8682,Baglan,p29,DiptenduNamboothiri
v8683,Baglan,p27,KanakPandey
v8684,Mahad,p42,NOTA
v8685,Mahad,p43,LakshmanPillai
v8686,Baglan,p26,DiptenduNamboothiri
v8687,Mahad,p43,AmritaJha
v8688,Hingna,p23,NOTA
v8689,Mahad,p40,BhishamGandhi
v8690,Teosa,p7,TarunDesai
v8691,Chembur,p31,DinakarShah
v8692,Niphad,p2,PranBanerjee
v8693,Hingna,p21,NOTA
v8694,Chembur,p30,NOTA
v8695,Kaij,p16,AnaghBanerjee
v8696,Mahad,p42,LakshmanPillai
v8697,Kaij,p19,NOTA
v8698,Teosa,p9,RageshwariNaik
v8699,Mahad,p42,NOTA
v8700,Ulhasnagar,p11,AnamikaPilla
v8701,Karanja,p49,SwarnalataJoshi
v8702,Ulhasnagar,p13,AnamikaPilla
v8703,Mahad,p44,NOTA
v8704,Mukhed,p35,UditGill
v8705,Hingna,p23,ShardaAdiga
v8706,Karanja,p47,PoornimaTalwar
v8707,Mukhed,p39,NOTA
v8708,Karanja,p49,NavinGupta
v8709,Hingna,p20,BaijayantiJain
v8710,Karanja,p47,SwarnalataJoshi
v8711,Baglan,p26,NOTA
v8712,Baglan,p29,KanakPandey
v8713,Ulhasnagar,p14,DhanapatiKhan
v8714,Baglan,p28,KanakPandey
v8715,Mukhed,p38,BhaaswarMarar
v8716,Chembur,p31,DinakarShah
v8717,Karanja,p46,NavinGupta
v8718,Mahad,p43,LakshmanPillai
v8719,Karanja,p46,AnalMalik
v8720,Kaij,p18,NOTA
v8721,Hingna,p21,HiranyaKhatri
v8722,Chembur,p33,VedaNaik
v8723,Mahad,p44,LakshmanPillai
v8724,Baglan,p28,DiptenduNamboothiri
v8725,Kaij,p15,NOTA
v8726,Karanja,p46,AnalMalik
v8727,Niphad,p4,ChidambarPanicker
v8728,Mahad,p41,LakshmanPillai
v8729,Mukhed,p39,BhaaswarMarar
v8730,Karanja,p45,PoornimaTalwar
v8731,Kaij,p17,ChaitanSharma
v8732,Teosa,p7,AmareshKakkar
v8733,Mukhed,p39,BhooshitDwivedi
v8734,Baglan,p26,KanakPandey
v8735,Chembur,p34,SanyaKaniyar
v8736,Kaij,p17,NOTA
v8737,Chembur,p32,DinakarShah
v8738,Mukhed,p36,BhooshanKaniyar
v8739,Niphad,p2,KamaVarma
v8740,Hingna,p22,HiranyaKhatri
v8741,Mukhed,p37,NOTA
v8742,Mukhed,p38,BhooshitDwivedi
v8743,Ulhasnagar,p13,DeeptenduMenon
v8744,Chembur,p30,SanyaKaniyar
v8745,Chembur,p32,SanyaKaniyar
v8746,Ulhasnagar,p12,BhavesChaturvedi
v8747,Hingna,p21,HiranyaKhatri
v8748,Baglan,p28,KanakPandey
v8749,Mahad,p42,AmritaJha
v8750,Mukhed,p39,NawalTandon
v8751,Teosa,p5,RajAsan
v8752,Mahad,p41,AmritaJha
v8753,Mukhed,p35,NawalTandon
v8754,Mukhed,p39,NawalTandon
v8755,Mahad,p41,NOTA
v8756,Kaij,p18,AnaghBanerjee
v8757,Ulhasnagar,p14,NOTA
v8758,Chembur,p31,VedaNaik
v8759,Karanja,p47,NOTA
v8760,Baglan,p28,NOTA
v8761,Karanja,p46,PoornimaTalwar
v8762,Teosa,p9,NOTA
v8763,Mahad,p44,BhishamGandhi
v8764,Baglan,p26,UrmilaBhat
v8765,Baglan,p27,UrmilaBhat
v8766,Mahad,p40,NOTA
v8767,Hingna,p20,BaijayantiJain
v8768,Teosa,p9,BhagwantiPatel
v8769,Mukhed,p38,BhaaswarMarar
v8770,Kaij,p15,AnaghBanerjee
v8771,Karanja,p48,SwarnalataJoshi
